"iWine","Type","Color","Category","Size","Value","Price","Quantity","Pending","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","BeginConsume","EndConsume","WindowSource","LikeVotes","LikePercent","LikeIt","PNotes","PScore","CNotes","CScore","WA","WAWeb","WS","WSWeb","WE","WEWeb","BR","BRWeb","GV","GVWeb","LF","LFWeb","JK","JKWeb","LD","LDWeb","SJ","SJWeb","WD","WDWeb","GA","GAWeb","MFW","MFWWeb","WWR","WWRWeb","TT","TTWeb"
"1681464","Red","Red","Dry","750ml","30","30","1","0","2011","Klinker Brick Zinfandel Old Vine Old Ghost","USA, California, Central Valley, Lodi","Klinker Brick","Zinfandel","Zinfandel","Old Vine Old Ghost","Unknown","USA","California","Central Valley","Lodi","2015","2018","Community Average","7","1","","","","26","91.7307692307692","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2344873","Red","Red","Dry","750ml","28","28","1","0","2013","Kunde Estate 202 Meritage","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Bordeaux Blend","Red Bordeaux Blend","202 Meritage","Unknown","USA","California","Sonoma County","Sonoma Valley","2016","2020","Community Average","5","1","","","","8","87.1666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2006357","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate 202 Meritage","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Bordeaux Blend","Red Bordeaux Blend","202 Meritage","Unknown","USA","California","Sonoma County","Sonoma Valley","2014","2019","Community Average","4","1","","","","10","87.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1836639","Red","Red","Dry","(n/a)","0","0","0","0","2011","Kunde Estate 202 Meritage","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Bordeaux Blend","Red Bordeaux Blend","202 Meritage","Unknown","USA","California","Sonoma County","Sonoma Valley","2013","2021","Community Average","7","1","True","","","9","89.2857142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1673080","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Barbera","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Barbera","Barbera","Unknown","Unknown","USA","California","Sonoma County","Sonoma Valley","2016","2019","Community Average","7","1","True","","","5","86.6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2537807","Red","Red","Dry","750ml","36","36","1","0","2013","Kunde Estate Barrel Fermented Meritage","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Bordeaux Blend","Red Bordeaux Blend","Barrel Fermented Meritage","Unknown","USA","California","Sonoma County","Sonoma Valley","2020","2029","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2173342","Red","Red","Dry","750ml","33.6","33.6","1","0","2012","Kunde Estate Cabernet Franc Limited Selection","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Cabernet Franc","Cabernet Franc","Limited Selection","Unknown","USA","California","Sonoma County","Sonoma Valley","2016","2019","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2190920","Red","Red","Dry","750ml","40","40","1","0","2012","Kunde Estate Cabernet Sauvignon Drummond Vineyard","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Drummond Vineyard","USA","California","Sonoma County","Sonoma Valley","2017","2021","Community Average","2","1","","","","8","91.5714285714286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900586","Red","Red","Dry","750ml","40","40","1","0","2011","Kunde Estate Cabernet Sauvignon Drummond Vineyard","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Drummond Vineyard","USA","California","Sonoma County","Sonoma Valley","2016","2024","Community Average","1","1","","1","92","3","90","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857733","Red","Red","Dry","750ml","48","48","1","0","2011","Kunde Estate Cabernet Sauvignon Reserve","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2019","Community Average","8","1","True","1","92","11","89.7777777777778","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1590142","Red","Red","Dry","(n/a)","0","0","0","0","2010","Kunde Estate Cabernet Sauvignon Reserve","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2017","Community Average","3","1","","","","12","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2171725","White","White","Dry","(n/a)","0","0","0","0","2014","Kunde Estate Chardonnay C. S. Ridge Vineyard","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Chardonnay","Chardonnay","Unknown","C. S. Ridge Vineyard","USA","California","Sonoma County","Sonoma Valley","2015","2016","Community Average","1","1","","","","4","90.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1909238","White","White","Dry","(n/a)","0","0","0","0","2013","Kunde Estate Chardonnay C. S. Ridge Vineyard","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Chardonnay","Chardonnay","Unknown","C. S. Ridge Vineyard","USA","California","Sonoma County","Sonoma Valley","2015","2015","Community Average","1","1","True","1","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2191701","White","White","Dry","750ml","36","36","1","0","2014","Kunde Estate Chardonnay Reserve","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Chardonnay","Chardonnay","Reserve","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2018","Community Average","0","","","","","1","90","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937053","White","White","Dry","(n/a)","0","0","0","0","2013","Kunde Estate Chardonnay Wildwood","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Chardonnay","Chardonnay","Unknown","Wildwood","USA","California","Sonoma County","Sonoma Valley","2014","2017","Community Average","0","","","","","1","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1801132","Red","Red","Dry","(n/a)","0","0","0","0","2011","Kunde Estate Dunfillan Cuvee","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Blend","Red Blend","Dunfillan Cuvee","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2018","Community Average","3","1","","","","8","86.75","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1472257","Red - Fortified","Red","Fortified","750ml","30.7325","30.7325","1","0","1001","Kunde Estate Est. 1904 Dessert Cuvee","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Blend","Red Blend","Est. 1904 Dessert Cuvee","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2017","Community Average","5","1","True","1","93","11","89.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2319134","Red","Red","Dry","750ml","28","28","1","0","2013","Kunde Estate Malbec Destination Series","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Malbec","Malbec","Destination Series","Unknown","USA","California","Sonoma County","Sonoma Valley","2017","2019","Community Average","6","1","","","","10","92","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2038190","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Malbec Destination Series","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Malbec","Malbec","Destination Series","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2016","Community Average","6","1","","","","8","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021809","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Merlot","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Merlot","Merlot","Unknown","Unknown","USA","California","Sonoma County","Sonoma Valley","2016","2017","Community Average","2","1","","","","2","85.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2341384","Red","Red","Dry","750ml","80","80","3","0","2012","Kunde Estate Moon Mountain District Sonoma Valley","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Moon Mountain District","USA","California","Sonoma County","Sonoma Valley","2016","2022","Community Average","1","1","","","","1","92","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1909241","Red","Red","Dry","(n/a)","0","0","0","0","2011","Kunde Estate Petite Sirah","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Petite Sirah","Petite Sirah","Unknown","Unknown","USA","California","Sonoma County","Sonoma Valley","9999","9999","none","2","1","True","1","91","3","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1965812","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Red Dirt Red","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Red Blend","Red Blend","Red Dirt Red","Unknown","USA","California","Sonoma County","Sonoma Valley","2014","2017","Community Average","4","1","","","","4","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2092775","White","White","Dry","750ml","25","25","3","0","2014","Kunde Estate Sauvignon Blanc Block 4SB20","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Sauvignon Blanc","Sauvignon Blanc","Unknown","Block 4SB20","USA","California","Sonoma County","Sonoma Valley","2015","2015","Community Average","0","","","","","2","93","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1858808","White","White","Dry","(n/a)","0","0","0","0","2013","Kunde Estate Sauvignon Blanc Block 4SB20","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Sauvignon Blanc","Sauvignon Blanc","Unknown","Block 4SB20","USA","California","Sonoma County","Sonoma Valley","2015","2015","Community Average","1","1","True","1","93","3","94","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2361810","Rosé","Rosé","Dry","750ml","20","20","1","0","2015","Kunde Estate Summer's Blush Kunde","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Rosé Blend","Rosé Blend","Summer's Blush","Kunde","USA","California","Sonoma County","Sonoma Valley","9999","9999","none","2","1","","","","2","90","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2092780","Rosé","Rosé","Dry","(n/a)","0","0","0","0","2014","Kunde Estate Summer's Blush Kunde","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Rosé Blend","Rosé Blend","Summer's Blush","Kunde","USA","California","Sonoma County","Sonoma Valley","2016","2016","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1850101","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Syrah","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Syrah","Syrah","Unknown","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2015","Community Average","1","1","","","","2","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1893534","White","White","Dry","(n/a)","0","0","0","0","2013","Kunde Estate Viognier","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Viognier","Viognier","Unknown","Unknown","USA","California","Sonoma County","Sonoma Valley","9999","2017","Community Average","0","","","","","2","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2066317","Red","Red","Dry","750ml","36","36","1","0","2012","Kunde Estate Zinfandel Century Vines Shaw Vineyard","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Zinfandel","Zinfandel","Century Vines","Shaw Vineyard","USA","California","Sonoma County","Sonoma Valley","2015","2017","Community Average","0","","","","","1","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2182515","Red","Red","Dry","750ml","40","40","2","0","2013","Kunde Estate Zinfandel Reserve Century Vines","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Zinfandel","Zinfandel","Reserve Century Vines","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2021","Community Average","0","","","","","4","92.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1923900","Red","Red","Dry","(n/a)","0","0","0","0","2012","Kunde Estate Zinfandel Reserve Century Vines","USA, California, Sonoma County, Sonoma Valley","Kunde Estate","Zinfandel","Zinfandel","Reserve Century Vines","Unknown","USA","California","Sonoma County","Sonoma Valley","2015","2018","Community Average","7","1","True","1","91","8","90.375","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2045985","Red","Red","Dry","750ml","21.59","21.59","1","0","2011","Fattoria La Gerla Birba Toscana IGT","Italy, Tuscany, Toscana IGT","Fattoria La Gerla","Sangiovese","Sangiovese","Birba","Unknown","Italy","Tuscany","Unknown","Toscana IGT","2015","2020","Community Average","3","1","","","","3","90","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2032440","Red","Red","Dry","750ml","57.59","57.59","1","0","2010","Fattoria La Gerla Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Fattoria La Gerla","Sangiovese","Sangiovese","Unknown","Unknown","Italy","Tuscany","Montalcino","Brunello di Montalcino","2018","2029","Community Average","19","0.947368421052632","","","","31","90.4285714285714","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2267136","Red","Red","Dry","(n/a)","0","0","0","0","2014","Fattoria La Gerla Poggio gli Angeli Vigna gli Angeli Toscana IGT","Italy, Tuscany, Toscana IGT","Fattoria La Gerla","Sangiovese","Sangiovese","Poggio gli Angeli","Vigna gli Angeli","Italy","Tuscany","Unknown","Toscana IGT","2019","2018","Community Average","1","1","","","","4","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1105841","Red","Red","Dry","(n/a)","0","0","0","0","2009","Landmark Pinot Noir Kanzler Vineyard","USA, California, Sonoma County, Sonoma Coast","Landmark","Pinot Noir","Pinot Noir","Unknown","Kanzler Vineyard","USA","California","Sonoma County","Sonoma Coast","2013","2017","Community Average","6","1","","","","16","90.4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1536341","White","White","Dry","(n/a)","0","0","0","0","2011","Château Langlet","France, Bordeaux, Graves","Château Langlet","Sauvignon Blanc","Sauvignon Blanc","Unknown","Unknown","France","Bordeaux","Graves","Graves","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1390743","Red","Red","Dry","750ml","40","40","1","0","2010","Lemelson Vineyards Pinot Noir Thea's Selection","USA, Oregon, Willamette Valley","Lemelson Vineyards","Pinot Noir","Pinot Noir","Thea's Selection","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","2014","2016","Community Average","9","0.888888888888889","","","","35","88.5294117647059","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350482","Red","Red","Dry","(n/a)","0","0","0","0","2008","Lerin Navarra","Spain, Navarra","Lerin","Tempranillo","Tempranillo","Unknown","Unknown","Spain","Navarra","Unknown","Navarra","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1705096","Red","Red","Dry","(n/a)","0","0","0","0","2010","Liparita Cabernet Sauvignon V Block","USA, California, Napa Valley, Yountville","Liparita","Cabernet Sauvignon","Cabernet Sauvignon","V Block","Unknown","USA","California","Napa Valley","Yountville","2014","2021","Community Average","7","1","","1","89","21","91.35","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1988534","Red","Red","Dry","(n/a)","0","0","0","0","1001","Locations CA-3","USA, California","Locations","Red Blend","Red Blend","CA-3","Unknown","USA","California","Unknown","California","2014","2015","Community Average","18","1","","","","56","88.6363636363636","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2230795","Red","Red","Dry","(n/a)","0","0","0","0","1001","Locations CA-4","USA, California","Locations","Red Blend","Red Blend","CA-4","Unknown","USA","California","Unknown","California","2016","2019","Community Average","13","0.923076923076923","","","","22","89.1666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1705268","Red","Red","Dry","(n/a)","0","0","0","0","1001","Locations E-2","Spain","Locations","Red Blend","Red Blend","E-2","Unknown","Spain","Spain","Unknown","Unknown","2014","2016","Community Average","101","0.98019801980198","","1","92","246","88.7088607594937","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1993379","Red","Red","Dry","(n/a)","0","0","0","0","1001","Locations E-3","Spain","Locations","Red Blend","Red Blend","E-3","Unknown","Spain","Spain","Unknown","Unknown","2015","2015","Community Average","29","0.931034482758621","","","","65","88.7777777777778","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1789682","Red","Red","Dry","(n/a)","0","0","0","0","1001","Locations F-2","France","Locations","Red Blend","Red Blend","F-2","Unknown","France","France","Unknown","Unknown","2014","2016","Community Average","49","1","","","","116","88.2545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2521604","Red","Red","Dry","750ml","15.99","15.99","3","0","1001","Locations F-4","France","Locations","Red Blend","Red Blend","F-4","Unknown","France","France","Unknown","Unknown","2016","2020","Community Average","6","1","","","","14","87.8461538461538","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2440551","White","White","Dry","(n/a)","0","0","0","0","2015","Loosen Bros. Riesling Dr. L","Germany, Mosel Saar Ruwer","Loosen Bros.","Riesling","Riesling","Dr. L","Unknown","Germany","Mosel Saar Ruwer","Unknown","Unknown","2017","2021","Community Average","25","1","","","","58","87.9583333333333","","","","","","","","","","","","","","","","","","","","","","","87","http://www.moselfinewines.com/","","","",""
"1613003","White","White","Dry","(n/a)","0","0","0","0","2012","Maculan Pino & Toi","Italy, Veneto, Breganze","Maculan","Pinot Blanc Blend","Pinot Blanc","Pino & Toi","Unknown","Italy","Veneto","Unknown","Breganze","2014","2015","Community Average","2","1","","","","3","86","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2247426","Red","Red","Dry","(n/a)","0","0","0","0","2013","Manifesto Zinfandel","USA, California, Central Valley, Lodi","Manifesto","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Central Valley","Lodi","2016","2018","Community Average","4","1","","","","4","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1958899","Red","Red","Dry","(n/a)","0","0","0","0","2011","Manos Negras Malbec Atrevida","Argentina, Mendoza, Valle de Uco","Manos Negras","Malbec","Malbec","Atrevida","Unknown","Argentina","Mendoza","Valle de Uco","Unknown","2013","2015","Community Average","3","1","","","","5","88.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1526941","Red","Red","Dry","(n/a)","0","0","0","0","2011","Marques De La Musa Cariñena","Spain, Aragón, Cariñena","Marques De La Musa","Garnacha","Grenache","Unknown","Unknown","Spain","Aragón","Unknown","Cariñena","2014","2017","Community Average","6","1","","","","9","85","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"509329","Red","Red","Dry","(n/a)","0","0","0","0","2006","Marqués de Riscal Tempranillo Riscal 1860","Spain, Castilla y León, Vino de la Tierra de Castilla y León","Marqués de Riscal","Tempranillo","Tempranillo","Riscal 1860","Unknown","Spain","Castilla y León","Unknown","Vino de la Tierra de Castilla y León","2008","2010","Community Average","2","1","","","","29","85.7857142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1136215","White","White","Dry","(n/a)","0","0","0","0","2010","Martín Códax Albariño Rías Baixas","Spain, Galicia, Rías Baixas","Martín Códax","Albariño","Albariño","Unknown","Unknown","Spain","Galicia","Unknown","Rías Baixas","2011","2013","Community Average","35","0.971428571428571","","","","132","86.3846153846154","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2514952","White","White","Dry","(n/a)","0","0","0","0","2014","Martinelli Chardonnay Zio Tony Ranch","USA, California, Sonoma County, Russian River Valley","Martinelli","Chardonnay","Chardonnay","Unknown","Zio Tony Ranch","USA","California","Sonoma County","Russian River Valley","2017","2021","Community Average","4","1","","","","5","92.8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2518481","Red","Red","Dry","(n/a)","0","0","0","0","2014","Martinelli Pinot Noir Russian River Valley","USA, California, Sonoma County, Russian River Valley","Martinelli","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Russian River Valley","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2484804","Red","Red","Dry","750ml","39.99","39.99","1","0","2013","Mascota Vineyards Cabernet Sauvignon Big Bat","Argentina, Mendoza","Mascota Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Big Bat","Unknown","Argentina","Mendoza","Unknown","Unknown","2017","2028","Community Average","9","1","","","","13","89.2307692307692","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2193612","White","White","Dry","(n/a)","0","0","0","0","2014","Meiomi Chardonnay","USA, California","Meiomi","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Unknown","California","2015","2017","Community Average","10","0.7","","","","23","85.8260869565217","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1593135","Red","Red","Dry","(n/a)","0","0","0","0","2012","Meiomi Pinot Noir","USA, California","Meiomi","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Unknown","California","2014","2016","Community Average","181","0.895027624309392","","","","717","88.4412607449857","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1403808","Red","Red","Dry","(n/a)","0","0","0","0","2011","Meiomi Pinot Noir","USA, California","Meiomi","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Unknown","California","2013","2018","Community Average","209","0.866028708133971","","","","957","88.4501607717042","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236905","White","White","Dry","(n/a)","0","0","0","0","2010","Mer Soleil Chardonnay","USA, California, Central Coast, Santa Lucia Highlands","Mer Soleil","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Central Coast","Santa Lucia Highlands","2012","2014","Community Average","28","0.964285714285714","","1","91","98","88.8865979381443","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1715367","White","White","Dry","(n/a)","0","0","0","0","2012","Mer Soleil Chardonnay Silver Unoaked","USA, California, Central Coast, Santa Lucia Highlands","Mer Soleil","Chardonnay","Chardonnay","Silver Unoaked","Unknown","USA","California","Central Coast","Santa Lucia Highlands","2014","2016","Community Average","39","0.897435897435897","","","","126","88.4873949579832","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1414761","White","White","Dry","(n/a)","0","0","0","0","2011","Mer Soleil Chardonnay Silver Unoaked","USA, California, Central Coast, Santa Lucia Highlands","Mer Soleil","Chardonnay","Chardonnay","Silver Unoaked","Unknown","USA","California","Central Coast","Santa Lucia Highlands","2014","2015","Community Average","68","0.926470588235294","","","","231","88.6071428571429","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1528153","White","White","Dry","(n/a)","0","0","0","0","2011","Michael-David Vineyards Incognito","USA, California, Central Valley, Lodi","Michael-David Vineyards","White Blend","White Blend","Incognito","Unknown","USA","California","Central Valley","Lodi","9999","2015","Community Average","3","1","","","","6","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2631404","Red","Red","Dry","(n/a)","0","0","0","0","2015","Michael-David Vineyards Petite Petit","USA, California, Central Valley, Lodi","Michael-David Vineyards","Red Blend","Red Blend","Petite Petit","Unknown","USA","California","Central Valley","Lodi","2017","2021","Community Average","22","0.954545454545455","","","","37","87.9714285714286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1065550","White - Sparkling","White","Sparkling","(n/a)","0","0","0","0","1001","Cantina Montelliana Annalisa","Italy","Cantina Montelliana","Moscato","Muscat","Annalisa","Unknown","Italy","Italy","Unknown","Unknown","2011","2013","Community Average","3","1","","1","92","6","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350485","Red","Red","Dry","(n/a)","0","0","0","0","2008","Morgan Ridge Chambourcin","USA, North Carolina","Morgan Ridge","Chambourcin","Chambourcin","Unknown","Unknown","USA","North Carolina","Unknown","Unknown","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350484","Red","Red","Dry","(n/a)","0","0","0","0","2008","Morgan Ridge Merlot","USA, North Carolina","Morgan Ridge","Merlot","Merlot","Unknown","Unknown","USA","North Carolina","Unknown","Unknown","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1673020","White","White","Dry","(n/a)","0","0","0","0","2012","Newton Chardonnay","USA, California, North Coast, Napa County","Newton","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","North Coast","Napa County","2015","2015","Community Average","9","1","","","","29","87.9310344827586","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1544392","White","White","Dry","(n/a)","0","0","0","0","2011","Newton Chardonnay","USA, California, North Coast, Napa / Sonoma","Newton","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","North Coast","Napa / Sonoma","2012","2015","Community Average","6","1","True","1","91","24","87.6521739130435","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1822612","White","White","Dry","(n/a)","0","0","0","0","2012","Newton Chardonnay Unfiltered","USA, California, Napa Valley","Newton","Chardonnay","Chardonnay","Unfiltered","Unknown","USA","California","Napa Valley","Napa Valley","2015","2017","Community Average","37","0.972972972972973","","","","103","91.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1249068","White","White","Dry","(n/a)","0","0","0","0","2009","Newton Chardonnay Unfiltered","USA, California, North Coast, Napa County","Newton","Chardonnay","Chardonnay","Unfiltered","Unknown","USA","California","North Coast","Napa County","2011","2014","Community Average","9","1","","","","53","91.26","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2483974","Red","Red","Dry","750ml","38.08","38.08","2","0","2014","Nichols Cabernet Sauvignon Reserve","USA, California, Napa Valley","Nichols","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Napa Valley","Napa Valley","2018","2028","Community Average","2","1","","","","6","90.6666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1869994","Red","Red","Dry","(n/a)","0","0","0","0","2007","Nicolis Angelo e figli Amarone della Valpolicella Classico Ambrosan","Italy, Veneto, Valpolicella, Amarone della Valpolicella Classico","Nicolis Angelo e figli","Corvina Blend","Corvina","Ambrosan","Unknown","Italy","Veneto","Valpolicella","Amarone della Valpolicella Classico","2013","2022","Community Average","1","1","","","","3","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960244","Red","Red","Dry","(n/a)","0","0","0","0","2012","Ojai Pinot Noir Santa Maria Valley","USA, California, Central Coast, Santa Maria Valley","Ojai","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Central Coast","Santa Maria Valley","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556928","Red","Red","Dry","(n/a)","0","0","0","0","2010","Omero Cellars Pinot Noir Odyssey","USA, Oregon, Willamette Valley","Omero Cellars","Pinot Noir","Pinot Noir","Odyssey","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","9999","9999","none","0","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1620396","Rosé","Rosé","Dry","(n/a)","0","0","0","0","2012","Omero Cellars Pinot Noir Rosé of Pinot Noir","USA, Oregon, Willamette Valley, Ribbon Ridge","Omero Cellars","Pinot Noir","Pinot Noir","Rosé of Pinot Noir","Unknown","USA","Oregon","Willamette Valley","Ribbon Ridge","2013","2014","Community Average","1","0","","1","90","3","88.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"919331","Red","Red","Dry","(n/a)","0","0","0","0","2008","Paddy Borthwick Pinot Noir","New Zealand, North Island, Wairarapa","Paddy Borthwick","Pinot Noir","Pinot Noir","Unknown","Unknown","New Zealand","North Island","Wairarapa","Wairarapa","9999","9999","none","1","1","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
