"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
23979,9/30/2016 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",4238,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
24039,9/30/2016 0:00:00,14167,"N.I.C.E.",412,8/31/2011 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24039,9/30/2016 0:00:00,14167,"N.I.C.E.",4157,11/20/2014 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
24090,9/30/2016 0:00:00,14218,"NATRIUM EMPLOYEES",480,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24104,9/30/2016 0:00:00,14232,"TROUVAILLE",481,3/12/2012 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
24104,9/30/2016 0:00:00,14232,"TROUVAILLE",4475,4/2/2015 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
24108,9/30/2016 0:00:00,14236,"INDIANA HEARTLAND",4398,4/2/2015 0:00:00,4000,"Other","ncua/oscui","Program Grant"
24108,9/30/2016 0:00:00,14236,"INDIANA HEARTLAND",5433,7/15/2016 0:00:00,15000,"Other","oscui","Program Grant"
24167,9/30/2016 0:00:00,14295,"NEW COMMUNITY",1074,5/31/2012 0:00:00,29279,"National Federation of Community Development CUs",,"Program Grant"
24167,9/30/2016 0:00:00,14295,"NEW COMMUNITY",1075,11/10/2011 0:00:00,41036,"National Federation of Community Development CUs",,"Program Grant"
24167,9/30/2016 0:00:00,14295,"NEW COMMUNITY",3483,8/1/2013 0:00:00,5000,"Community Development Financial Institutions Fund",,"Program Grant"
24167,9/30/2016 0:00:00,14295,"NEW COMMUNITY",5117,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
24192,9/30/2016 0:00:00,14319,"BEVERLY MUNICIPAL",5452,7/25/2016 0:00:00,3000,"Other","NCUA","Program Grant"
24221,9/30/2016 0:00:00,14348,"CHATTAHOOCHEE",2315,8/15/2012 0:00:00,9417,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",270,7/29/2010 0:00:00,2395,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",271,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",272,8/23/2010 0:00:00,1500,"New York State Credit Union Foundation",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",273,8/26/2010 0:00:00,6500,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",274,6/16/2011 0:00:00,1500,"New York State Credit Union Foundation",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",275,7/29/2011 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",276,8/22/2011 0:00:00,6879,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",277,9/26/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",278,10/24/2011 0:00:00,105000,"Other","Empire State Development Corporation","Not Collected"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",2020,9/25/2012 0:00:00,494806,"Community Development Financial Institutions Fund",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3217,12/28/2012 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3287,6/17/2013 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3654,8/19/2013 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4790,9/18/2015 0:00:00,225000,"Other","Opportunity Finance Network","Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4791,7/31/2015 0:00:00,24000,"NCUA Technical Assistance Program",,"Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4792,12/26/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4926,11/23/2015 0:00:00,90000,"Other","Empire State Develpment Corp","Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4927,11/20/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24232,9/30/2016 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",5366,7/28/2016 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
24234,9/30/2016 0:00:00,14361,"OMEGA PSI PHI FRATERNITY",3875,3/10/2014 0:00:00,4000,"Community Development Financial Institutions Fund",,"Program Grant"
24250,9/30/2016 0:00:00,14377,"I-C",3749,8/27/2013 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
24257,9/30/2016 0:00:00,14384,"RIVER TOWN",3709,2/20/2014 0:00:00,750,"Association of Credit Union Leagues",,"Pass Through"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",280,11/2/2011 0:00:00,1023,"New York State Credit Union Foundation",,"Not Collected"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",2068,7/16/2012 0:00:00,546,"New York State Credit Union Foundation",,"Not Collected"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",3267,6/28/2013 0:00:00,500,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",3887,6/13/2014 0:00:00,449,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",4014,8/15/2014 0:00:00,249,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",4015,6/4/2014 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",4310,3/27/2015 0:00:00,469,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",4311,3/13/2015 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24274,9/30/2016 0:00:00,14401,"GREECE COMMUNITY",5044,4/7/2016 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24290,9/30/2016 0:00:00,14417,"UNIVERSITY OF PENNSYLVANIA STUDENTS",5475,7/25/2016 0:00:00,10000,"Other","Office of Small Credit Union Initiatives","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",3781,1/30/2014 0:00:00,5000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",4136,7/9/2015 0:00:00,41708,"National Federation of Community Development CUs",,"Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",4962,2/19/2015 0:00:00,3500,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",4963,3/1/2015 0:00:00,9000,"National Federation of Community Development CUs",,"Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",4976,9/15/2015 0:00:00,20000,"Other","Pathways to Financial Empowerment","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",4977,5/21/2015 0:00:00,3143,"Other","City of Del Rio / DRHA","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",5217,5/13/2016 0:00:00,3225,"Other","City of Del Rio / DRHA","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",5218,2/15/2016 0:00:00,3500,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",5389,8/31/2016 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
24304,9/30/2016 0:00:00,14430,"BORDER",5390,7/20/2016 0:00:00,32800,"Other","Department of Housing and Urban Development (HUD)","Program Grant"
24311,9/30/2016 0:00:00,14437,"RTN",3902,4/1/2014 0:00:00,113561,"Other","Commonwealth Corporation","Program Grant"
24336,9/30/2016 0:00:00,14460,"FIRST MIAMI UNIVERSITY STUDENT",498,8/2/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24350,9/30/2016 0:00:00,14474,"CENTRAL OKLAHOMA",4266,2/6/2015 0:00:00,1750,"National Credit Union Foundation",,"Program Grant"
24358,9/30/2016 0:00:00,14482,"ST. PAUL",3659,10/21/2013 0:00:00,5000,"Other","MN CU Foundation","Program Grant"
24360,9/30/2016 0:00:00,14484,"HIWAY",5406,7/25/2016 0:00:00,7000,"Other","Office of Small Credit Union Initiatives","Program Grant"
24390,9/30/2016 0:00:00,17946,"TRUSERVICE COMMUNITY",4937,11/6/2015 0:00:00,2000,"Other","Cornerstone Credit Union League","Program Grant"
24390,9/30/2016 0:00:00,17946,"TRUSERVICE COMMUNITY",5055,2/22/2016 0:00:00,2500,"Other","Cornerstone Credit Union League Foundation","Program Grant"
24428,9/30/2016 0:00:00,15031,"WHITE COUNTY",4122,6/2/2014 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
24429,9/30/2016 0:00:00,17533,"VA HOSPITAL",4689,7/1/2015 0:00:00,50000,"Other","CORNERSTONE CREDIT UNION LEAGUE FOUNDATION","Program Grant"
24431,9/30/2016 0:00:00,17532,"COOPERATIVE EXTENSION SERVICE",5165,2/10/2016 0:00:00,4690,"National Credit Union Foundation",,"Program Grant"
24432,9/30/2016 0:00:00,17980,"NATURAL STATE",4846,11/6/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24432,9/30/2016 0:00:00,17980,"NATURAL STATE",4847,10/23/2015 0:00:00,500,"Association of Credit Union Leagues",,"Program Grant"
24432,9/30/2016 0:00:00,17980,"NATURAL STATE",5278,8/19/2016 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24451,9/30/2016 0:00:00,21052,"SPOKANE MEDIA",5260,7/28/2016 0:00:00,15000,"Other","NCUA LID Grant","Program Grant"
24463,9/30/2016 0:00:00,25755,"BRENTWOOD BAPTIST CHURCH",2650,6/1/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
24465,9/30/2016 0:00:00,22862,"GOVERNMENT EMPLOYEES",5182,6/27/2016 0:00:00,1251,"Other","Corner Credit Union Foundations","Program Grant"
24483,9/30/2016 0:00:00,25797,"EAST END FOOD COOPERATIVE",3661,11/1/2013 0:00:00,12500,"NCUA Technical Assistance Program",,"Program Grant"
24483,9/30/2016 0:00:00,25797,"EAST END FOOD COOPERATIVE",4172,8/26/2014 0:00:00,122000,"Community Development Financial Institutions Fund",,"Program Grant"
24483,9/30/2016 0:00:00,25797,"EAST END FOOD COOPERATIVE",5428,7/25/2016 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
24495,9/30/2016 0:00:00,23964,"APPALACHIAN COMMUNITY",5453,9/7/2016 0:00:00,5000,"Other","Woodforest National Bank","Program Grant"
24495,9/30/2016 0:00:00,23964,"APPALACHIAN COMMUNITY",5454,7/27/2016 0:00:00,300000,"Other","Opportunity Finance Network","Program Grant"
24523,9/30/2016 0:00:00,18531,"BLACKSTONE RIVER",4688,7/29/2015 0:00:00,10000,"Other","OSCUI","Program Grant"
24532,9/30/2016 0:00:00,26195,"COVENANT SAVINGS",825,9/5/2008 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
24560,9/30/2016 0:00:00,19820,"GREYLOCK",3087,10/22/2012 0:00:00,154270,"Other","Commonwealth Corporation","Program Grant"
24560,9/30/2016 0:00:00,19820,"GREYLOCK",5324,7/29/2016 0:00:00,7000,"Community Development Financial Institutions Fund",,"Program Grant"
24570,9/30/2016 0:00:00,22890,"HOUSTON METROPOLITAN",818,6/15/2011 0:00:00,5000,"Other","NCUA Office of Small CU Initiatives","Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",783,2/8/2011 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",784,6/30/2011 0:00:00,25000,"Other","City of Toledo","Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",785,12/6/2011 0:00:00,6400,"NCUA Technical Assistance Program",,"Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",1291,5/25/2012 0:00:00,24000,"Association of Credit Union Leagues",,"Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",3349,6/6/2013 0:00:00,20000,"Association of Credit Union Leagues",,"Not Collected"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",4518,3/31/2015 0:00:00,1000,"Other","Filene Research","Program Grant"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",4779,9/15/2015 0:00:00,100000,"Other","HUD","Pass Through"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",4780,8/31/2015 0:00:00,5000,"Other","Fifth Third Bank","Capital- unrestricted donation to equity"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",4946,11/6/2015 0:00:00,100000,"Other","Lucas County","Pass Through"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",4947,10/30/2015 0:00:00,40000,"Other","Ohio Credit Union League","Pass Through"
24578,9/30/2016 0:00:00,26261,"TOLEDO URBAN",5431,7/1/2016 0:00:00,30000,"Other","City Of Toledo","Program Grant"
24579,9/30/2016 0:00:00,18420,"WAKOTA",4140,10/28/2014 0:00:00,1500,"Other","MN CU Foundation","Program Grant"
24579,9/30/2016 0:00:00,18420,"WAKOTA",5388,9/16/2016 0:00:00,1000,"Other","Filene Institute","Program Grant"
24579,9/30/2016 0:00:00,18420,"WAKOTA",5483,10/20/2016 0:00:00,1000,"Other","MN CU Foundation","Program Grant"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",786,7/17/2009 0:00:00,5300,"NCUA Technical Assistance Program",,"Not Collected"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3108,12/31/2012 0:00:00,350,"NCUA Technical Assistance Program",,"Not Collected"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3634,7/17/2013 0:00:00,350,"NCUA Technical Assistance Program",,"Program Grant"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3779,3/28/2014 0:00:00,450,"NCUA Technical Assistance Program",,"Program Grant"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",4120,9/30/2014 0:00:00,16250,"Other","ALABAMA ASSET BUILDING COALITION","Program Grant"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",4400,3/31/2015 0:00:00,16250,"Other","ALABAMA ASSET BUILDING COALITION","Program Grant"
24583,9/30/2016 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",5465,7/25/2016 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24584,9/30/2016 0:00:00,14815,"ST. CLOUD",4539,4/24/2015 0:00:00,2500,"Other","Minnesota Credit Union Network","Pass Through"
24589,9/30/2016 0:00:00,26285,"NEIGHBORHOOD TRUST",430,2/1/2009 0:00:00,40000,"Other","Empire State Development Corporation","Not Collected"
24589,9/30/2016 0:00:00,26285,"NEIGHBORHOOD TRUST",431,10/31/2011 0:00:00,90000,"Other","Empire State Development Corp","Not Collected"
24589,9/30/2016 0:00:00,26285,"NEIGHBORHOOD TRUST",432,12/31/2011 0:00:00,102297,"Other","Neighborhood Trust Financial Partners","Not Collected"
24589,9/30/2016 0:00:00,26285,"NEIGHBORHOOD TRUST",2724,8/6/2012 0:00:00,550000,"Community Development Financial Institutions Fund",,"Not Collected"
24589,9/30/2016 0:00:00,26285,"NEIGHBORHOOD TRUST",3328,12/1/2012 0:00:00,47541,"Other","NYC Mayors Fund","Not Collected"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",826,4/14/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",827,6/22/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",1264,5/30/2012 0:00:00,764,"Association of Credit Union Leagues",,"Not Collected"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",2391,7/24/2012 0:00:00,500,"Other","FORT WORTH CHAPTER OF CU","Not Collected"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3332,6/4/2013 0:00:00,963,"Association of Credit Union Leagues",,"Program Grant"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3536,9/22/2013 0:00:00,750,"Other","FT Worth Chapter of CUs","Program Grant"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",4102,6/1/2014 0:00:00,1711,"Other","Cornerstone CU League","Program Grant"
24605,9/30/2016 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",4103,6/1/2014 0:00:00,750,"Other","FT WORTH CU CHAPTER","Program Grant"
24606,9/30/2016 0:00:00,22302,"GREAT NORTHWEST",4077,8/1/2014 0:00:00,6000,"Other","NCUA-OSCUI","Program Grant"
24606,9/30/2016 0:00:00,22302,"GREAT NORTHWEST",4742,8/1/2015 0:00:00,6300,"Other","ncua-OSCUI","Program Grant"
24623,9/30/2016 0:00:00,26339,"BROOKLAND",4032,7/1/2014 0:00:00,10500,"Other","NCUA OSCUI","Program Grant"
24623,9/30/2016 0:00:00,26339,"BROOKLAND",4033,3/31/2014 0:00:00,4000,"Other","NCUA OSCUI","Program Grant"
24627,9/30/2016 0:00:00,15237,"1ST COOPERATIVE",538,8/25/2010 0:00:00,4480,"NCUA Technical Assistance Program",,"Not Collected"
24629,9/30/2016 0:00:00,24004,"TRUST",4118,8/1/2014 0:00:00,2500,"Other","NCUA - OSCUI","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",433,6/29/2009 0:00:00,1150000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",434,9/29/2009 0:00:00,29000,"National Credit Union Foundation",,"Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",435,10/26/2009 0:00:00,170000,"Other","EMPIRE STATE DEVELOPMENT CORPORATION","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",436,5/1/2010 0:00:00,79300,"Other","New York State DHCR","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",437,8/1/2010 0:00:00,50000,"Other","Make the Road New York","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",438,10/19/2010 0:00:00,11395,"NCUA Technical Assistance Program",,"Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",439,11/29/2010 0:00:00,15000,"Other","Capital One","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",440,6/3/2011 0:00:00,50000,"Other","CitiFoundation","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",441,9/29/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",442,11/1/2011 0:00:00,150000,"Other","Empire State Development Corporation","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",443,11/15/2011 0:00:00,5000,"Other","Mizuho Bank Foundation","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",444,11/15/2011 0:00:00,10000,"Other","Bank of Tokyo Mitsubishi Foundation","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",445,12/15/2011 0:00:00,10000,"Other","Capital One Bank","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",446,12/15/2011 0:00:00,50000,"Other","Citifoundation","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",447,12/27/2011 0:00:00,90000,"Other","NYCfNAC","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",1553,5/16/2012 0:00:00,26000,"Other","CFED","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",2086,8/6/2012 0:00:00,964000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",3099,11/30/2012 0:00:00,20000,"Other","Capital One","Not Collected"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",3586,12/1/2013 0:00:00,20000,"Other","Capital One","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",3587,10/15/2013 0:00:00,60000,"Other","Empire State Development Corporation","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",3700,4/9/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",3701,2/10/2014 0:00:00,10000,"Other","BTMU Foundation","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",4181,11/10/2014 0:00:00,60000,"Other","Empire State Development","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",4182,11/1/2014 0:00:00,15000,"Other","Capital One","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",4183,10/1/2014 0:00:00,75000,"Other","NALCAB","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",4891,12/15/2015 0:00:00,100000,"Other","Empire State Development","Program Grant"
24642,9/30/2016 0:00:00,26353,"BROOKLYN COOPERATIVE",5412,9/15/2016 0:00:00,76750,"Other","Small Business Administration","Program Grant"
24648,9/30/2016 0:00:00,26358,"LCO",828,10/16/2009 0:00:00,2390,"NCUA Technical Assistance Program",,"Not Collected"
24658,9/30/2016 0:00:00,21168,"FAIRFAX COUNTY",562,8/19/2011 0:00:00,30000,"National Federation of Community Development CUs",,"Not Collected"
24658,9/30/2016 0:00:00,21168,"FAIRFAX COUNTY",563,9/19/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
24661,9/30/2016 0:00:00,15666,"EAGLE LOUISIANA",4003,8/22/2014 0:00:00,54578,"Other","LWC Incumbent Worker Training Program","Program Grant"
24661,9/30/2016 0:00:00,15666,"EAGLE LOUISIANA",4704,7/29/2015 0:00:00,10000,"Other","OSCUI Grant Program","Program Grant"
24661,9/30/2016 0:00:00,15666,"EAGLE LOUISIANA",5395,8/24/2016 0:00:00,25110,"Other","LWC Incumbent Worker Training Program","Program Grant"
24668,9/30/2016 0:00:00,17277,"SOUTHERN MISSISSIPPI",4739,7/31/2015 0:00:00,10000,"Other","The Office of Small Credit Union Initiatives","Program Grant"
24674,9/30/2016 0:00:00,17051,"TRADES & LABOR",5325,7/25/2016 0:00:00,3000,"Other","NCUA OSCUI","Program Grant"
24701,9/30/2016 0:00:00,18882,"NORTHERN ENERGY",4273,12/12/2014 0:00:00,5000,"Other","Office of Small Credit unions","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",831,10/10/2009 0:00:00,42000,"National Federation of Community Development CUs",,"Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",832,8/1/2010 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",833,9/5/2010 0:00:00,25000,"Other","Larrimore Family Foundation","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",834,11/10/2010 0:00:00,10000,"Other","Citibank","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",835,11/30/2010 0:00:00,5000,"Other","Northern Trust","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",836,12/23/2010 0:00:00,25000,"Other","Illinois Housing Development Authority","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",837,12/31/2010 0:00:00,20000,"Other","Driehaus Foundation","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",838,6/25/2011 0:00:00,20000,"Other","Citibank","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",839,6/30/2011 0:00:00,5000,"Other","Northern Trust","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",840,3/20/2012 0:00:00,50000,"Other","Cit- Community Development Foundation","Not Collected"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3937,7/15/2014 0:00:00,43200,"Other","Illinois Housing Development Authority","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3938,7/1/2014 0:00:00,43200,"Other","Illinois Housing Development Authority","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3939,6/30/2014 0:00:00,1000,"Other","Evergreen Bank Group","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3940,6/30/2014 0:00:00,15000,"National Federation of Community Development CUs",,"Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3941,1/1/2014 0:00:00,25000,"National Federation of Community Development CUs",,"Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3942,12/31/2013 0:00:00,45151,"Other","Illinois Housing Development Authority","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3943,6/1/2013 0:00:00,36900,"Other","Illinois Hosuing Development Authority","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",3944,6/1/2013 0:00:00,44963,"Other","Illinois Housing Development Authority","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4233,12/23/2014 0:00:00,20000,"Other","Northern Trust Corporation","Capital- unrestricted donation to equity"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4234,10/21/2014 0:00:00,2500,"Other","Bank of America","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4235,9/29/2014 0:00:00,7500,"Other","The Private Bank","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4236,9/5/2014 0:00:00,200000,"Other","Rauner Family Foundation","Capital- unrestricted donation to equity"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4550,4/30/2015 0:00:00,2500,"Other","Countrywide Financial","Program Grant"
24704,9/30/2016 0:00:00,26386,"SOUTH SIDE COMMUNITY",4551,4/30/2015 0:00:00,1750,"Other","JP Morgan Chase","Capital- unrestricted donation to equity"
