,artist,song,rating,location
2873,Klaus Badelt,Swords Crossed,60,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/05%20Swords%20Crossed.m4a
2871,Klaus Badelt,The Black Pearl,80,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/03%20The%20Black%20Pearl.m4a
2870,Klaus Badelt,The Medallion Calls,80,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/02%20The%20Medallion%20Calls.m4a
2878,Klaus Badelt,To The Pirates' Cave!,60,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/10%20To%20The%20Pirates'%20Cave!.m4a
2881,Klaus Badelt,Underwater March,80,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/13%20Underwater%20March.m4a
2874,Klaus Badelt,Walk The Plank,80,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/06%20Walk%20The%20Plank.m4a
2872,Klaus Badelt,Will And Elizabeth,60,file://localhost/Users/adventure/Music/Klaus%20Badelt/Pirates%20Of%20The%20Caribbean%20-%20The%20Curse%20Of%20The%20Black%20Pearl/04%20Will%20And%20Elizabeth.m4a
2884,Kool &#38; The Gang,"Celebration (12"" Edit)",80,file://localhost/Users/adventure/Music/Music/Various%20Artists/I%20Want%20My%2080's%20Box!%20(Box%20Set)/05%20Celebration%20(12_%20Edit).m4a
1150,Kool &#38; The Gang,Jungle Boogie,60,file://localhost/Users/adventure/Music/Compilations/Pulp%20Fiction/03%20Jungle%20Boogie.m4a
2886,Kristin Chenoweth,I'm Not That Girl (Reprise),60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth/Wicked_%20Original%20Broadway%20Cast/14%20I'm%20Not%20That%20Girl%20(Reprise).m4a
2885,Kristin Chenoweth,Popular,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth/Wicked_%20Original%20Broadway%20Cast/07%20Popular.m4a
2889,Kristin Chenoweth &#38; Idina Menzel,Defying Gravity,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth%20&#38;%20Idina%20Menzel/Wicked_%20Original%20Broadway%20Cast/11%20Defying%20Gravity.m4a
2891,Kristin Chenoweth &#38; Idina Menzel,Finale,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth%20&#38;%20Idina%20Menzel/Wicked_%20Original%20Broadway%20Cast/19%20Finale.m4a
2890,Kristin Chenoweth &#38; Idina Menzel,For Good,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth%20&#38;%20Idina%20Menzel/Wicked_%20Original%20Broadway%20Cast/18%20For%20Good.m4a
2888,Kristin Chenoweth &#38; Idina Menzel,One Short Day,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth%20&#38;%20Idina%20Menzel/Wicked_%20Original%20Broadway%20Cast/09%20One%20Short%20Day.m4a
2887,Kristin Chenoweth &#38; Idina Menzel,What Is This Feeling?,60,file://localhost/Users/adventure/Music/Kristin%20Chenoweth%20&#38;%20Idina%20Menzel/Wicked_%20Original%20Broadway%20Cast/04%20What%20Is%20This%20Feeling_.m4a
2892,"Kristin Chenoweth, Carole Shelley, Ensemble",Thank Goodness,60,"file://localhost/Users/adventure/Music/Kristin%20Chenoweth,%20Carole%20Shelley,%20Ensemble/Wicked_%20Original%20Broadway%20Cast/12%20Thank%20Goodness.m4a"
2893,"Kristin Chenoweth, Sean McCourt, Cristy Candler, Jan Neuberger, Ensemble",No One Mourns The Wicked,60,"file://localhost/Users/adventure/Music/Kristin%20Chenoweth,%20Sean%20McCourt,%20Cristy%20Candler,%20Jan%20Neuberger,%20Ensemble/Wicked_%20Original%20Broadway%20Cast/01%20No%20One%20Mourns%20The%20Wicked.m4a"
1132,L.A. Guns,Over The Edge,80,file://localhost/Users/adventure/Music/Compilations/Point%20Break/02%20Over%20The%20Edge.m4a
2964,LL Cool J,Doin' It,60,file://localhost/Users/adventure/Music/LL%20Cool%20J/Fun%20mix/1-15%20Doin'%20It.m4a
2899,Lady GaGa,Alejandro,80,file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame%20Monster%20(Deluxe%20Version)/02%20Alejandro.m4a
2896,Lady GaGa,"Eh, Eh (Nothing Else I Can Say)",80,"file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame/05%20Eh,%20Eh%20(Nothing%20Else%20I%20Can%20Say).m4a"
2895,Lady GaGa,Paparazzi,80,file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame/03%20Paparazzi.m4a
2897,Lady GaGa,Summerboy,80,file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame/14%20Summerboy.m4a
2898,Lady GaGa &#38; Beyoncé,Telephone,80,file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame%20Monster/06%20Telephone.m4a
2894,Lady GaGa &#38; Colby O'Donis,Just Dance,80,file://localhost/Users/adventure/Music/Lady%20GaGa/The%20Fame/01%20Just%20Dance.m4a
3376,Lauren Wood,Fallen,80,file://localhost/Users/adventure/Music/Original%20Soundtrack/Pretty%20Woman/09%20Fallen.m4a
757,LeAnn Rimes,But I Do Love You,60,file://localhost/Users/adventure/Music/Compilations/Coyote%20Ugly%20Soundtrack/04%20But%20I%20Do%20Love%20You.m4a
754,LeAnn Rimes,Can't Fight The Moonlight,80,file://localhost/Users/adventure/Music/Compilations/Coyote%20Ugly%20Soundtrack/01%20Can't%20Fight%20The%20Moonlight.m4a
755,LeAnn Rimes,Please Remember,60,file://localhost/Users/adventure/Music/Compilations/Coyote%20Ugly%20Soundtrack/02%20Please%20Remember.m4a
756,LeAnn Rimes,The Right Kind Of Wrong,60,file://localhost/Users/adventure/Music/Compilations/Coyote%20Ugly%20Soundtrack/03%20The%20Right%20Kind%20Of%20Wrong.m4a
1089,Lea Salonga,The Sacred Bird,60,file://localhost/Users/adventure/Music/Compilations/Miss%20Saigon%20%5BDisc%202%5D/2-13%20The%20Sacred%20Bird.m4a
1085,Lea Salonga &#38; Claire Moore,Room 317,60,file://localhost/Users/adventure/Music/Compilations/Miss%20Saigon%20%5BDisc%202%5D/2-09%20Room%20317.m4a
1079,Lea Salonga &#38; Company,I'd Give My Life For You,60,file://localhost/Users/adventure/Music/Compilations/Miss%20Saigon%20%5BDisc%202%5D/2-03%20I'd%20Give%20My%20Life%20For%20You.m4a
1090,Lea Salonga &#38; Simon Bowman,Finale,60,file://localhost/Users/adventure/Music/Compilations/Miss%20Saigon%20%5BDisc%202%5D/2-14%20Finale.m4a
4379,Led Zeppelin,D'yer Mak'er,80,file://localhost/Users/adventure/Music/Music/Led%20Zeppelin/Mothership%20(Remastered)/16%20D'yer%20Mak'er.m4a
1092,Len Barry,1-2-3,60,file://localhost/Users/adventure/Music/Compilations/Mr.%20Holland's%20Opus/02%201-2-3.m4a
1190,Lenny Kravitz,Spinning Around Over You,60,file://localhost/Users/adventure/Music/Compilations/Reality%20Bites/09%20Spinning%20Around%20Over%20You.m4a
835,Leon Patillo,Flesh Of My Flesh,60,file://localhost/Users/adventure/Music/Compilations/Forever%20Yours/06%20Flesh%20Of%20My%20Flesh.m4a
998,"Leonard Bernstein, Helmut Wittek",I. Bedächtig. Nicht Eilen,60,"file://localhost/Users/adventure/Music/Compilations/Mahler_%20Symphony%20No.%204%20-%20Bernstein,%20Wittek,%20Concertgebouw%201988/01%20I.%20Beda%CC%88chtig.%20Nicht%20Eilen.m4a"
999,"Leonard Bernstein, Helmut Wittek",II. In Gemächlicher Bewegung. Ohne Hast,60,"file://localhost/Users/adventure/Music/Compilations/Mahler_%20Symphony%20No.%204%20-%20Bernstein,%20Wittek,%20Concertgebouw%201988/02%20II.%20In%20Gema%CC%88chlicher%20Bewegung.%20Ohne%20Hast.m4a"
1000,"Leonard Bernstein, Helmut Wittek",III. Ruhevoll,60,"file://localhost/Users/adventure/Music/Compilations/Mahler_%20Symphony%20No.%204%20-%20Bernstein,%20Wittek,%20Concertgebouw%201988/03%20III.%20Ruhevoll.m4a"
1001,"Leonard Bernstein, Helmut Wittek","IV. Sehr behaglich (Text aus ""Des Knaben Wunderhorn)",60,"file://localhost/Users/adventure/Music/Compilations/Mahler_%20Symphony%20No.%204%20-%20Bernstein,%20Wittek,%20Concertgebouw%201988/04%20IV.%20Sehr%20behaglich%20(Text%20aus%20_Des%20Knaben%20Wunderhorn).m4a"
2900,Leonard Pennario; Arthur Fielder: Boston Pops Orchestra,"Rachmaninov: Rhapsody On A Theme Of Paganini, Op. 43 - Var. #18",80,"file://localhost/Users/adventure/Music/Leonard%20Pennario%3B%20Arthur%20Fielder_%20Boston%20Pops%20Orchestra/Greatest%20Classical%20Melodies/10%20Rachmaninov_%20Rhapsody%20On%20A%20Theme%20Of%20Paganini,%20Op.%2043%20-%20Var.%20%2318.m4a"
539,Leonard Slatkin; Saint Louis Symphony Orchestra,Mussorgsky Night On Bald Mountain,80,file://localhost/Users/adventure/Music/Compilations/25%20-%20Thunderous%20Classics/07%20Mussorgsky%20Night%20On%20Bald%20Mountain.m4a
551,Leonard Slatkin; Saint Louis Symphony Orchestra,Myssorgsky The Great Gate At Kiev From Pictures At An Exhibition,60,file://localhost/Users/adventure/Music/Compilations/25%20-%20Thunderous%20Classics/25%20Myssorgsky%20The%20Great%20Gate%20At%20Kiev%20From%20Pictures%20At%20An%20Exhibition.m4a
2901,Leopold Stokowski: Philadelphia Orchestra,"Beethoven: Symphony #6 In F, Op. 68, ""Pastoral"" - 1. Allegro Ma Non Troppo",60,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-01%20Beethoven_%20Symphony%20%236%20In%20F,%20Op.%2068,%20_Pastoral_%20-%201.%20Allegro%20Ma%20Non%20Troppo.m4a"
2902,Leopold Stokowski: Philadelphia Orchestra,"Beethoven: Symphony #6 In F, Op. 68, ""Pastoral"" - 2. Andante Molto Mosso",60,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-02%20Beethoven_%20Symphony%20%236%20In%20F,%20Op.%2068,%20_Pastoral_%20-%202.%20Andante%20Molto%20Mosso.m4a"
2903,Leopold Stokowski: Philadelphia Orchestra,"Beethoven: Symphony #6 In F, Op. 68, ""Pastoral"" - 3. Allegro; 4. Allegreto; 5. Allegro",60,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-03%20Beethoven_%20Symphony%20%236%20In%20F,%20Op.%2068,%20_Pastoral_%20-%203.%20Allegro%3B%204.%20Allegreto%3B%205.%20Allegro.m4a"
2905,Leopold Stokowski: Philadelphia Orchestra,Mussorgsky: A Night On Bald Mountain,60,file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-05%20Mussorgsky_%20A%20Night%20On%20Bald%20Mountain.m4a
2913,Leopold Stokowski: Philadelphia Orchestra,"Nutcracker Suite, Op. 71a: Waltz Of The Flowers (Tchaikovsky)",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-07%20Nutcracker%20Suite,%20Op.%2071a_%20Waltz%20Of%20The%20Flowers%20(Tchaikovsky).m4a"
2904,Leopold Stokowski: Philadelphia Orchestra,Ponchielli: La Gioconda - Dance Of The Hours,60,file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-04%20Ponchielli_%20La%20Gioconda%20-%20Dance%20Of%20The%20Hours.m4a
2915,Leopold Stokowski: Philadelphia Orchestra,Rite Of Spring,60,file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-09%20Rite%20Of%20Spring.m4a
2906,Leopold Stokowski: Philadelphia Orchestra,"Schubert: Ellens Gesang #3, Op. 52/6, D 839, ""Ave Maria""",60,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Fantasia%20%5BDisc%202%5D/2-06%20Schubert_%20Ellens%20Gesang%20%233,%20Op.%2052_6,%20D%20839,%20_Ave%20Maria_.m4a"
2911,Leopold Stokowski: Philadelphia Orchestra,"The Nutcracker Suite, Op. 71a, Arabian Dance",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-05%20The%20Nutcracker%20Suite,%20Op.%2071a,%20Arabian%20Dance.m4a"
2909,Leopold Stokowski: Philadelphia Orchestra,"The Nutcracker Suite, Op. 71a, Chinese Dance",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-03%20The%20Nutcracker%20Suite,%20Op.%2071a,%20Chinese%20Dance.m4a"
2908,Leopold Stokowski: Philadelphia Orchestra,"The Nutcracker Suite, Op. 71a, Dance Of The Sugar Plum Fairy",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-02%20The%20Nutcracker%20Suite,%20Op.%2071a,%20Dance%20Of%20The%20Sugar%20Plum%20Fairy.m4a"
2912,Leopold Stokowski: Philadelphia Orchestra,"The Nutcracker Suite, Op. 71a, Russian Dance",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-06%20The%20Nutcracker%20Suite,%20Op.%2071a,%20Russian%20Dance.m4a"
2910,Leopold Stokowski: Philadelphia Orchestra,"The Nutcracker Suite, Op. 71a: Dance Of The Reed Flutes",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-04%20The%20Nutcracker%20Suite,%20Op.%2071a_%20Dance%20Of%20The%20Reed%20Flutes.m4a"
2914,Leopold Stokowski: Philadelphia Orchestra,The Sorcerer's Apprentice,60,file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-08%20The%20Sorcerer's%20Apprentice.m4a
2907,Leopold Stokowski: Philadelphia Orchestra,"Toccata And Fugue In D Minor, BWV 565",80,"file://localhost/Users/adventure/Music/Leopold%20Stokowski_%20Philadelphia%20Orchestra/Walt%20Disney's%20Fantasia%20%5BDisc%201%5D/1-01%20Toccata%20And%20Fugue%20In%20D%20Minor,%20BWV%20565.m4a"
815,Leopold Stokowski; Philadelphia Orchestra,A Night on Bald Mountain,80,file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-05%20A%20Night%20on%20Bald%20Mountain.m4a
816,Leopold Stokowski; Philadelphia Orchestra,"Ave Maria, Op. 52 No. 6",80,"file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-06%20Ave%20Maria,%20Op.%2052%20No.%206.m4a"
814,Leopold Stokowski; Philadelphia Orchestra,Dance of the Hours (from La Gioconda),80,file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-04%20Dance%20of%20the%20Hours%20(from%20La%20Gioconda).m4a
811,Leopold Stokowski; Philadelphia Orchestra,"Symphony No. 6 (""Pastoral""), Op. 68 - I. Allegro ma non troppo",80,"file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-01%20Symphony%20No.%206%20(_Pastoral_),%20Op.%2068%20-%20I.%20Allegro%20ma%20non%20troppo.m4a"
812,Leopold Stokowski; Philadelphia Orchestra,"Symphony No. 6 (""Pastoral""), Op. 68 - II. Andante molto mosso",80,"file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-02%20Symphony%20No.%206%20(_Pastoral_),%20Op.%2068%20-%20II.%20Andante%20molto%20mosso.m4a"
813,Leopold Stokowski; Philadelphia Orchestra,"Symphony No. 6 (""Pastoral""), Op. 68 - III. Allegro/ IV. Allegro/ V. Allegretto",80,"file://localhost/Users/adventure/Music/Compilations/Fantasia%20(Disc%202)/2-03%20Symphony%20No.%206%20(_Pastoral_),%20Op.%2068%20-%20III.%20Allegro_%20IV.%20Allegro_%20V.%20Allegretto.m4a"
1178,Lesley Garrett,"Catalani: Wally, La - Ebben? Ne Andro Lontan",60,"file://localhost/Users/adventure/Music/Compilations/Pure%20Cinema%20Classics%20%5BDisc%202%5D/2-15%20Catalani_%20Wally,%20La%20-%20Ebben_%20Ne%20Andro%20Lontan.m4a"
2916,Level 42,Something About You,80,file://localhost/Users/adventure/Music/Music/Various%20Artists/Pure%2080's/06%20Something%20About%20You.m4a
2925,Lifehouse,Breathing,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/09%20Breathing.m4p
2924,Lifehouse,Cling and Clatter,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/08%20Cling%20and%20Clatter.m4p
2928,Lifehouse,Everything,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/12%20Everything.m4p
2922,Lifehouse,Hanging By a Moment,80,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/07%20Hanging%20By%20a%20Moment.m4a
2921,Lifehouse,Only One,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/06%20Only%20One.m4p
2926,Lifehouse,Quasimodo,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/10%20Quasimodo.m4p
2917,Lifehouse,Sick Cycle Carousel,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/02%20Sick%20Cycle%20Carousel.m4p
2923,Lifehouse,Simon,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/07%20Simon.m4p
2919,Lifehouse,Someone Else's Song,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/04%20Someone%20Else's%20Song.m4p
2927,Lifehouse,Somewhere in Between,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/11%20Somewhere%20in%20Between.m4p
2920,Lifehouse,Trying,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/05%20Trying.m4p
2918,Lifehouse,Unknown,60,file://localhost/Users/adventure/Music/Lifehouse/No%20Name%20Face/03%20Unknown.m4p
2929,Lifehouse,You and Me (Extended Wedding Version),80,file://localhost/Users/adventure/Music/Lifehouse/You%20and%20Me%20(Extended%20Wedding%20Version)%20-%20Single/01%20You%20and%20Me%20(Extended%20Wedding%20Version).m4p
2945,Linda Ronstadt,Adios,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/17%20Adios.m4a
2941,Linda Ronstadt,Back In The U.S.A.,80,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/13%20Back%20In%20The%20U.S.A..m4a
2934,Linda Ronstadt,Blue Bayou,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/05%20Blue%20Bayou.m4a
2944,Linda Ronstadt,Heart Like A Wheel,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/16%20Heart%20Like%20A%20Wheel.m4a
2931,Linda Ronstadt,Heat Wave,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/02%20Heat%20Wave.m4a
2943,Linda Ronstadt,Hurt So Bad,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/15%20Hurt%20So%20Bad.m4a
2933,Linda Ronstadt,It's So Easy,80,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/04%20It's%20So%20Easy.m4a
2935,Linda Ronstadt,Just One Look,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/06%20Just%20One%20Look.m4a
2940,Linda Ronstadt,Long Long Time,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/12%20Long%20Long%20Time.m4a
2942,Linda Ronstadt,Love Is A Rose,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/14%20Love%20Is%20A%20Rose.m4a
2939,Linda Ronstadt,Ooh Baby Baby,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/11%20Ooh%20Baby%20Baby.m4a
2936,Linda Ronstadt,Poor Poor Pitiful Me,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/08%20Poor%20Poor%20Pitiful%20Me.m4a
2938,Linda Ronstadt,That'll Be The Day,80,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/10%20That'll%20Be%20The%20Day.m4a
2937,Linda Ronstadt,Tracks Of My Tears,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/09%20Tracks%20Of%20My%20Tears.m4a
2930,Linda Ronstadt,When Will I Be Loved,80,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/01%20When%20Will%20I%20Be%20Loved.m4a
2946,Linda Ronstadt,Winter Light,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/21%20Winter%20Light.m4a
2932,Linda Ronstadt,You're No Good,60,file://localhost/Users/adventure/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/03%20You're%20No%20Good.m4a
2948,Linda Ronstadt &#38; Aaron Neville,All My Life,60,file://localhost/Users/adventure/Music/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/20%20All%20My%20Life.m4a
2947,Linda Ronstadt &#38; Aaron Neville,Don't Know Much,60,file://localhost/Users/adventure/Music/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/19%20Don't%20Know%20Much.m4a
2949,Linda Ronstadt &#38; James Ingram,Somewhere Out There,80,file://localhost/Users/adventure/Music/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/18%20Somewhere%20Out%20There.m4a
2950,Linda Ronstadt And The Stone Poneys,Different Drum,80,file://localhost/Users/adventure/Music/Music/Linda%20Ronstadt/Very%20Best%20Of%20Linda%20Ronstadt/07%20Different%20Drum.m4a
2951,"Lipps, Inc.",Funkytown,80,file://localhost/Users/adventure/Music/Music/Various%20Artists/The%20Casablanca%20Records%20Story%20(Box%20Set)/09%20Funkytown.m4a
1135,Liquid Jesus,7 And 7 Is,80,file://localhost/Users/adventure/Music/Compilations/Point%20Break/05%207%20And%207%20Is.m4a
2959,Lisa Loeb,Dance With The Angels,80,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/08%20Dance%20With%20The%20Angels.m4a
2953,Lisa Loeb,Falling In Love,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/02%20Falling%20In%20Love.m4a
2963,Lisa Loeb,Firecracker,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/12%20Firecracker.m4a
2957,Lisa Loeb,Furious Rose,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/06%20Furious%20Rose.m4a
2956,Lisa Loeb,How,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/05%20How.m4a
2952,Lisa Loeb,I Do,80,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/01%20I%20Do.m4a
2960,Lisa Loeb,Jake,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/09%20Jake.m4a
2955,Lisa Loeb,Let's Forget About It,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/04%20Let's%20Forget%20About%20It.m4a
2962,Lisa Loeb,Split Second,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/11%20Split%20Second.m4a
2961,Lisa Loeb,This,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/10%20This.m4a
2954,Lisa Loeb,Truthfully,80,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/03%20Truthfully.m4a
2958,Lisa Loeb,Wishing Heart,60,file://localhost/Users/adventure/Music/Lisa%20Loeb/Firecracker/07%20Wishing%20Heart.m4a
1187,Lisa Loeb &#38; Nine Stories,Stay,80,file://localhost/Users/adventure/Music/Compilations/Reality%20Bites/06%20Stay.m4a
1298,Lisa Stansfield,Someday (I'm Coming Back),60,file://localhost/Users/adventure/Music/Compilations/The%20Bodyguard/08%20Someday%20(I'm%20Coming%20Back).m4a
1023,Lisa Stokke,I Have A Dream,80,file://localhost/Users/adventure/Music/Compilations/Mamma%20Mia!/24%20I%20Have%20A%20Dream.m4a
889,"Liszt, Franz",Liebestraum No. 3,80,file://localhost/Users/adventure/Music/Compilations/Greatest%20Classical%20Melodies/09%20Liebestraum%20No.%203.m4a
1198,Liz Mandville Greeson,20% Alcohol,60,file://localhost/Users/adventure/Music/Compilations/Red%20Hot%20Mamas/03%2020%25%20Alcohol.m4a
1204,Liz Mandville Greeson,What Have I Done Wrong,60,file://localhost/Users/adventure/Music/Compilations/Red%20Hot%20Mamas/09%20What%20Have%20I%20Done%20Wrong.m4a
544,"Ljubljana Symphony Orchestra, Anton Nanut",Beethoven The Storm; Symphony No. 6 In F (Pastorale),80,file://localhost/Users/adventure/Music/Compilations/25%20-%20Thunderous%20Classics/14%20Beethoven%20The%20Storm%3B%20Symphony%20No.%206%20In%20F%20(Pastorale).m4a
546,"Ljubljana Symphony Orchestra, Anton Nanut",Berlioz March To The Scaffold ; Symphonie Fantastique,60,file://localhost/Users/adventure/Music/Compilations/25%20-%20Thunderous%20Classics/17%20Berlioz%20March%20To%20The%20Scaffold%20%3B%20Symphonie%20Fantastique.m4a
2973,London Symphony Orchestra,Ben Kenobi's Death/Tie Fighter Attack,80,file://localhost/Users/adventure/Music/London%20Symphony%20Orchestra/The%20Star%20Wars%20Trilogy_%20A%20New%20Hope%20%5BDisc%202%5D/2-09%20Ben%20Kenobi's%20Death_Tie%20Fighter%20Attack.m4a
2967,London Symphony Orchestra,Destruction Of Alderaan,60,file://localhost/Users/adventure/Music/London%20Symphony%20Orchestra/The%20Star%20Wars%20Trilogy_%20A%20New%20Hope%20%5BDisc%202%5D/2-03%20Destruction%20Of%20Alderaan.m4a
2965,London Symphony Orchestra,Princess Leia's Theme,60,file://localhost/Users/adventure/Music/London%20Symphony%20Orchestra/The%20Star%20Wars%20Trilogy_%20A%20New%20Hope%20%5BDisc%202%5D/2-01%20Princess%20Leia's%20Theme.m4a
2970,London Symphony Orchestra,Shootout In The Cell Bay/Dianoga,60,file://localhost/Users/adventure/Music/London%20Symphony%20Orchestra/The%20Star%20Wars%20Trilogy_%20A%20New%20Hope%20%5BDisc%202%5D/2-06%20Shootout%20In%20The%20Cell%20Bay_Dianoga.m4a
